,content,target
208,"Horrible and intrusive app. Makes awfully loud notifications with my phone screaming ""SHOPEEEE"" all the time. Can't you just let it be thr standard bloody notification ringtone? Never gonna install this crappy app again.",0
209,Very bad. Lately plant a orange till tree grew and say I can redeem. I click and it direct me to buy orange gold $88.80. I felt cheated .,0
210,"Bad services,yet to refund in my shopee wallet after payment made as item unable to post by seller.",0
211,"I'm very disappointed your staff of customers service because I have sent numerous email to your staff Jacob, but no response at all since I have done what he told me. Up till now I didn't receive the refund since I'd reported the refund in April and Mr. Jacob promised to put the refund into my account, but I didn't receive even I'd done as he said and not response me afterwards. Whats happened ? Please kindly let me know Asap!!!!",0
212,"They are getting from bad to worse. Siding with their unscrupulous seller to con buyer. I've asked for refund for a defective office chair. Seller said I am making false claim against him even with photo of the broken parts. That dumbo seller don't even know his product. Next I went to shopee to ask for a refund. After they asked for video proof and then with a long delay, finally they came back and asked me to return and produce the proof of return within 3 days during this CB period.",0
213,Cannot accept that shopee always automatically cancel my order.. Shopee's seller all just post photo only? product don't have then don't post lah!!!,0
214,"What a bad experience. Support staff Syifaa cut me off the chat halfway because she don't know how to resolve the matter. As seller, they make it confusing when buyer submits refund request so u end up losing your item and have to pay for refund. Their support staff will be polite and say sorry but tell u they can't help at all. Edit 21 Apr 2020: I got ended by agent named Iqbal abruptly again. Not sure why they have all these rude CS who can't solve any problems at all",0
215,"Used to love purchasing things from shopee but recently there are a lot of issues such as topping up our shopee wallet and the $1 Big Prizes does not reflect the current prize for the day/week. Also, it is hard to find coupons / vouchers when making our purchases.",0
216,"S-Mart sucks! DO NOT ORDER FROM THEM! I ordered on 27 Apr, expected to receive 3 May, but nothing received till now, 13 May. When i chat with Live Agent, instead of checking 1st, they suggest i click refund. But i want the items! Said they will check, but no update few days later. When i asked again, they tell me to refund again without giving reason. Guy from J&T Express also called & asked, gave them details and now no reply at all despite me repeatedly asking them for update over 1 week.",0
217,Always buggy with the games,0
218,"Too buggy in the latest release. I have tried uninstall and reinstall the app in my Samsung Note 8, and the problem still exist.",0
219,Due poor CS handling... push consumer around,0
220,"Please improve on your app. It's so slow and laggy. It takes forever to start up the app as well zzz. Also, the fact that there are so many deals/offers displayed in ONE page makes me SUPER overwhelmed by them...there are just too many choices to choose from and frankly speaking, I hate it. It makes me want to force quit the app sigh :( Hope you guys can do something about it. :'(",0
